"","sample_1","sample_2","sample_3","sample_4","sample_5"
"ENSG00000049769",178,114,121,56,171
"ENSG00000049860",887,1392,1229,838,619
"ENSG00000049883",21,25,31,23,22
"ENSG00000050030",4,7,2,7,2
"ENSG00000050130",360,453,462,318,297
"ENSG00000050165",7,14,16,3,13
"ENSG00000050327",41,25,27,37,29
"ENSG00000050344",197,168,227,106,182
"ENSG00000050393",122,146,164,74,112
"ENSG00000050405",167,154,124,118,104
"ENSG00000050426",938,890,806,623,743
"ENSG00000050438",31,12,34,30,25
"ENSG00000050555",13,24,31,12,14
"ENSG00000050628",3,3,5,4,8
"ENSG00000050730",5,2,3,4,4
"ENSG00000050748",362,391,342,242,264
"ENSG00000050767",3,8,8,1,5
"ENSG00000050820",0,0,0,0,0
"ENSG00000051009",979,1407,1271,890,1145
"ENSG00000051108",1606,1902,2064,1428,1571
"ENSG00000051128",92,166,113,74,75
"ENSG00000051180",19,7,13,7,11
"ENSG00000051341",10,7,8,8,3
"ENSG00000051382",351,629,681,363,366
"ENSG00000051523",10387,10549,9582,6694,8509
"ENSG00000051596",111,88,102,57,102
"ENSG00000051620",531,1061,888,559,662
"ENSG00000051825",281,322,311,193,266
"ENSG00000052126",14,24,23,28,19
"ENSG00000052344",6,4,2,3,4
"ENSG00000052723",309,401,398,231,268
"ENSG00000052749",921,2128,993,651,1006
"ENSG00000052795",122,216,176,113,111
"ENSG00000052802",199,175,180,144,132
"ENSG00000052841",802,1147,1015,705,875
"ENSG00000052850",0,0,0,0,1
"ENSG00000053108",2,3,7,7,2
"ENSG00000053254",888,1750,1734,1001,1161
"ENSG00000053328",2,0,0,0,3
"ENSG00000053371",482,433,424,381,381
"ENSG00000053372",344,251,296,195,222
"ENSG00000053438",15,13,10,6,28
"ENSG00000053501",319,273,254,172,260
"ENSG00000053524",21,10,11,8,7
"ENSG00000053702",68,110,90,79,111
"ENSG00000053747",0,0,1,1,0
"ENSG00000053770",297,390,357,273,253
"ENSG00000053900",537,538,445,327,405
"ENSG00000053918",577,1017,783,637,662
"ENSG00000054116",698,813,768,610,693
"ENSG00000054118",1582,2860,2388,1857,2072
"ENSG00000054148",294,311,276,203,238
"ENSG00000054179",9,23,24,23,36
"ENSG00000054219",377,565,525,238,252
"ENSG00000054267",527,873,794,318,435
"ENSG00000054277",65,80,63,40,42
"ENSG00000054282",162,216,205,163,159
"ENSG00000054356",3,9,35,12,12
"ENSG00000054392",36,41,35,47,36
"ENSG00000054523",265,902,503,264,378
"ENSG00000054598",0,1,0,0,1
"ENSG00000054611",858,1132,1065,795,959
"ENSG00000054654",913,1456,1062,914,964
"ENSG00000054690",3,3,6,0,5
"ENSG00000054793",46,64,78,44,35
"ENSG00000054796",0,0,0,0,0
"ENSG00000054938",0,0,0,1,0
"ENSG00000054965",651,1279,1147,758,1193
"ENSG00000054967",739,1239,1035,777,1026
"ENSG00000054983",414,623,585,317,362
"ENSG00000055044",507,447,425,263,305
"ENSG00000055070",1299,1595,1485,1119,1327
"ENSG00000055118",88,83,67,65,75
"ENSG00000055130",544,815,689,552,640
"ENSG00000055147",232,268,235,186,195
"ENSG00000055163",3568,5714,4735,3967,5054
"ENSG00000055208",1051,1598,1513,830,1061
"ENSG00000055211",286,413,351,233,224
"ENSG00000055332",445,790,807,430,914
"ENSG00000055483",862,1061,896,759,936
"ENSG00000055609",675,1325,1155,600,704
"ENSG00000055732",10,4,3,2,7
"ENSG00000055813",0,0,0,0,0
"ENSG00000055917",1647,2649,2359,1251,1384
"ENSG00000055950",420,371,318,300,271
"ENSG00000055955",4,14,22,5,18
"ENSG00000055957",11,16,13,8,8
"ENSG00000056050",110,72,106,82,79
"ENSG00000056097",622,921,937,567,583
"ENSG00000056277",27,47,29,38,27
"ENSG00000056291",0,0,0,0,0
"ENSG00000056487",0,0,0,0,0
"ENSG00000056558",1534,1682,1362,1483,2019
"ENSG00000056586",479,781,738,475,480
"ENSG00000056661",2,8,1,5,4
"ENSG00000056736",42,22,56,50,38
"ENSG00000056972",209,269,222,211,177
"ENSG00000056998",1,0,0,0,1
"ENSG00000057019",11,33,24,7,20
"ENSG00000057252",607,963,749,449,542
"ENSG00000057294",7,14,30,10,9
"ENSG00000057468",8,0,1,2,3
"ENSG00000057593",1,2,1,2,0
"ENSG00000057608",2335,3617,2961,2255,2033
"ENSG00000057657",433,596,533,323,472
"ENSG00000057663",249,236,252,161,157
"ENSG00000057704",562,1206,1259,561,806
"ENSG00000057757",620,593,627,495,559
"ENSG00000057935",211,203,217,174,229
"ENSG00000058056",70,76,63,57,68
"ENSG00000058063",783,1319,1150,505,723
"ENSG00000058085",0,1,0,0,0
"ENSG00000058091",111,245,149,92,128
"ENSG00000058262",2428,3013,2753,2389,2524
"ENSG00000058272",832,1281,1164,538,654
"ENSG00000058335",1,4,1,3,3
"ENSG00000058404",2,0,4,0,0
"ENSG00000058453",597,480,497,313,800
"ENSG00000058600",553,501,511,360,485
"ENSG00000058668",1014,1961,1336,995,1077
"ENSG00000058673",1743,2394,2198,1099,1506
"ENSG00000058729",156,192,198,116,120
"ENSG00000058799",540,881,706,523,643
"ENSG00000058804",145,177,183,110,138
"ENSG00000058866",62,175,174,97,124
"ENSG00000059122",1845,1666,649,1410,1664
"ENSG00000059145",826,812,752,396,819
"ENSG00000059377",2323,4343,3745,2570,2738
"ENSG00000059378",1175,1278,1367,887,1522
"ENSG00000059573",261,301,251,253,302
"ENSG00000059588",429,558,579,354,499
"ENSG00000059691",145,194,149,118,154
"ENSG00000059728",6799,14531,12441,5476,8920
"ENSG00000059758",299,438,394,186,236
"ENSG00000059769",43,43,36,19,32
"ENSG00000059804",2191,3976,2795,1179,2105
"ENSG00000059915",97,80,71,41,87
"ENSG00000060069",745,990,874,522,844
"ENSG00000060138",1595,3048,2958,4888,2166
"ENSG00000060140",6,12,2,5,20
"ENSG00000060237",1156,2521,2248,1662,1934
"ENSG00000060303",0,0,0,0,0
"ENSG00000060339",487,517,549,330,339
"ENSG00000060491",1847,2811,2357,1569,2287
"ENSG00000060558",269,488,429,255,281
"ENSG00000060566",2,10,0,1,4
"ENSG00000060642",242,251,304,190,235
"ENSG00000060656",2,4,7,10,1
"ENSG00000060688",587,589,607,520,552
"ENSG00000060709",0,29,3,0,0
"ENSG00000060749",100,223,191,104,104
"ENSG00000060762",223,285,262,204,178
"ENSG00000060971",1207,1796,1597,1124,1461
"ENSG00000060982",29,162,166,84,29
"ENSG00000061273",3151,4522,3439,2221,3646
"ENSG00000061337",8,9,9,2,27
"ENSG00000061455",0,0,0,0,0
"ENSG00000061492",0,0,0,0,0
"ENSG00000061656",9,9,8,1,5
"ENSG00000061676",11,35,54,25,25
"ENSG00000061794",352,389,381,314,252
"ENSG00000061918",15,43,104,36,36
"ENSG00000061936",744,1014,857,622,893
"ENSG00000061938",3101,4195,3147,2232,3953
"ENSG00000061987",491,646,759,458,498
"ENSG00000062038",2,2,0,0,1
"ENSG00000062096",0,0,0,0,0
"ENSG00000062194",1165,1324,1417,736,871
"ENSG00000062282",1418,3498,2202,1332,2162
"ENSG00000062370",0,4,2,1,2
"ENSG00000062485",1270,2026,1606,1308,1448
"ENSG00000062524",609,232,267,225,368
"ENSG00000062582",7,5,4,2,9
"ENSG00000062598",952,1431,1192,1042,1086
"ENSG00000062650",637,985,1035,534,622
"ENSG00000062716",4961,9065,7993,4452,4792
"ENSG00000062725",309,462,461,238,304
"ENSG00000062822",394,385,340,209,434
"ENSG00000063015",2,4,4,3,3
"ENSG00000063046",4696,5108,4500,3306,3652
"ENSG00000063127",111,76,96,74,98
"ENSG00000063169",309,314,325,196,278
"ENSG00000063176",223,237,249,129,249
"ENSG00000063177",18526,11819,11104,8948,11928
"ENSG00000063180",132,93,71,68,119
"ENSG00000063241",270,190,195,160,155
"ENSG00000063244",2408,2897,2651,1962,2544
"ENSG00000063245",1366,1715,1656,1094,1651
"ENSG00000063322",684,931,839,685,748
"ENSG00000063438",2,12,15,6,19
"ENSG00000063515",1,0,0,0,0
"ENSG00000063587",283,383,244,206,328
"ENSG00000063601",585,953,724,594,562
"ENSG00000063660",9,12,6,8,24
"ENSG00000063761",161,185,157,107,142
"ENSG00000063854",818,867,1063,1057,732
"ENSG00000063978",1812,2034,1783,1417,1571
"ENSG00000064012",2348,4023,3601,1973,2156
"ENSG00000064042",1,4,4,5,0
"ENSG00000064102",227,195,194,133,156
"ENSG00000064115",338,448,489,283,335
"ENSG00000064195",0,2,0,0,2
"ENSG00000064199",7,6,1,1,4
"ENSG00000064201",1684,1431,1627,1324,1601
"ENSG00000064205",1,0,1,0,1
"ENSG00000064225",161,267,234,154,214
"ENSG00000064270",5,9,8,6,25
"ENSG00000064300",1,4,9,8,1
"ENSG00000064309",15,8,6,3,4
"ENSG00000064313",217,345,321,184,200
"ENSG00000064393",333,561,631,327,369
"ENSG00000064419",439,1016,654,573,643
"ENSG00000064489",5,3,2,5,6
"ENSG00000064490",556,528,558,464,484
"ENSG00000064545",382,292,261,256,287
"ENSG00000064547",2953,3886,2760,1903,4602
"ENSG00000064601",1815,3417,3338,1753,1773
"ENSG00000064607",644,1126,1007,842,958
"ENSG00000064651",74,77,83,29,42
"ENSG00000064652",33,32,17,25,16
"ENSG00000064655",2,0,0,2,0
"ENSG00000064666",7739,12861,10103,6584,8663
"ENSG00000064687",6017,6192,6613,3494,8564
"ENSG00000064692",0,0,0,0,3
"ENSG00000064703",243,337,291,263,255
"ENSG00000064726",438,611,594,339,363
"ENSG00000064763",162,389,270,194,177
"ENSG00000064787",21,11,29,4,29
"ENSG00000064835",1,0,0,3,0
"ENSG00000064886",268,194,332,289,252
"ENSG00000064932",3050,5492,3912,1824,4320
"ENSG00000064933",125,120,98,84,97
"ENSG00000064961",690,631,673,474,742
"ENSG00000064989",14,20,21,5,6
"ENSG00000064995",330,275,301,230,260
"ENSG00000064999",343,611,561,350,423
"ENSG00000065000",1662,2413,2137,1597,1745
"ENSG00000065029",774,732,867,698,964
"ENSG00000065054",48,23,48,34,65
"ENSG00000065057",117,84,104,76,97
"ENSG00000065060",113,205,231,108,112
"ENSG00000065135",904,1601,1516,920,919
"ENSG00000065150",714,946,813,640,698
"ENSG00000065154",377,492,692,423,399
"ENSG00000065183",284,368,295,224,243
"ENSG00000065243",712,1140,1124,489,600
"ENSG00000065268",359,344,226,252,365
"ENSG00000065308",270,348,373,239,299
"ENSG00000065320",7,3,4,0,2
"ENSG00000065325",0,0,0,0,0
"ENSG00000065328",2,4,2,7,6
"ENSG00000065357",4150,4719,4293,3252,5622
"ENSG00000065361",2,14,6,2,8
"ENSG00000065413",379,874,958,357,450
"ENSG00000065427",1491,1770,1690,1522,1487
"ENSG00000065457",198,271,268,205,200
"ENSG00000065485",90,102,117,94,66
"ENSG00000065491",196,227,216,174,186
"ENSG00000065518",649,473,506,490,485
"ENSG00000065526",963,1983,1617,1207,1392
"ENSG00000065534",42,127,224,69,72
"ENSG00000065548",357,356,407,242,237
"ENSG00000065559",477,836,772,428,468
"ENSG00000065600",109,142,147,84,85
"ENSG00000065609",0,0,0,0,1
"ENSG00000065613",487,995,805,429,580
"ENSG00000065615",842,1506,1371,755,1094
"ENSG00000065618",9,13,11,6,0
"ENSG00000065621",21,21,16,21,33
"ENSG00000065665",88,228,197,132,170
"ENSG00000065675",600,561,568,515,584
"ENSG00000065717",205,186,165,77,299
"ENSG00000065802",597,576,649,425,531
"ENSG00000065809",2089,2706,2263,1373,1580
"ENSG00000065833",17,25,17,16,12
"ENSG00000065882",1179,1785,1909,1085,1630
"ENSG00000065883",616,978,909,632,771
"ENSG00000065911",169,200,170,118,119
"ENSG00000065923",24,29,41,29,30
"ENSG00000065970",545,867,859,530,601
"ENSG00000065978",3375,3924,4209,3906,2786
"ENSG00000065989",161,279,287,177,238
"ENSG00000066027",1392,1943,2257,975,1447
"ENSG00000066032",0,0,0,2,2
"ENSG00000066044",667,734,691,501,583
"ENSG00000066056",14,16,15,8,17
"ENSG00000066084",766,1342,1024,683,729
"ENSG00000066117",894,1061,927,814,1001
"ENSG00000066135",339,635,545,431,411
"ENSG00000066136",1028,1699,1406,943,1256
"ENSG00000066185",2,2,8,7,1
"ENSG00000066230",13,27,26,4,39
"ENSG00000066248",0,1,3,0,0
"ENSG00000066279",12,9,4,8,3
"ENSG00000066294",384,756,473,548,575
"ENSG00000066322",1216,1592,1523,1213,1228
"ENSG00000066336",7814,16085,10254,6165,9216
"ENSG00000066379",190,166,156,131,164
"ENSG00000066382",10,7,2,0,3
"ENSG00000066405",0,1,0,0,0
"ENSG00000066422",369,464,541,250,289
"ENSG00000066427",145,220,214,114,158
"ENSG00000066455",280,443,406,278,293
"ENSG00000066468",4,24,10,4,6
"ENSG00000066557",84,124,107,68,81
"ENSG00000066583",146,146,143,98,110
"ENSG00000066629",0,0,3,0,2
"ENSG00000066651",69,65,84,39,48
"ENSG00000066654",504,611,639,302,350
"ENSG00000066697",36,43,51,34,36
"ENSG00000066735",3,20,1,5,5
"ENSG00000066739",423,711,611,367,407
"ENSG00000066777",698,1223,1173,750,840
"ENSG00000066813",0,0,0,0,0
"ENSG00000066827",99,221,282,153,199
"ENSG00000066855",90,110,95,62,83
"ENSG00000066923",26,59,46,49,75
"ENSG00000066926",186,200,237,223,172
"ENSG00000066933",98,194,138,124,127
"ENSG00000067048",0,972,1045,465,5
"ENSG00000067057",563,618,496,607,700
"ENSG00000067064",400,476,486,260,376
"ENSG00000067066",853,1889,1581,1020,1292
"ENSG00000067082",3227,5354,4605,2257,3361
"ENSG00000067113",28,24,35,12,41
"ENSG00000067141",54,64,65,61,61
"ENSG00000067167",934,1259,1186,875,848
"ENSG00000067177",1,2,1,3,1
"ENSG00000067182",4766,7624,5921,3335,4448
"ENSG00000067191",151,200,181,167,202
"ENSG00000067208",77,254,159,110,58
"ENSG00000067221",165,160,139,100,143
"ENSG00000067225",7270,13007,11339,9121,8474
"ENSG00000067248",195,344,282,221,228
"ENSG00000067334",342,459,379,331,318
"ENSG00000067365",132,232,167,110,137
"ENSG00000067369",265,421,355,216,365
"ENSG00000067445",21,19,33,20,29
"ENSG00000067533",145,142,147,89,92
"ENSG00000067560",8643,13434,12405,8786,8458
"ENSG00000067596",763,1495,1195,1016,1052
"ENSG00000067601",11,19,6,8,20
"ENSG00000067606",164,273,198,137,193
"ENSG00000067646",0,124,141,65,0
"ENSG00000067704",621,856,713,605,551
"ENSG00000067715",0,1,0,0,0
"ENSG00000067798",3,11,13,2,14
"ENSG00000067829",859,1127,1050,806,942
"ENSG00000067836",616,904,933,651,553
"ENSG00000067840",810,462,601,698,435
"ENSG00000067842",0,0,0,0,0
"ENSG00000067900",535,1202,1003,463,568
"ENSG00000067955",679,724,742,424,434
"ENSG00000067992",172,356,336,171,228
"ENSG00000068001",150,224,165,112,121
"ENSG00000068024",630,1139,916,484,772
"ENSG00000068028",2275,2202,2333,2116,2171
"ENSG00000068078",0,4,1,0,0
"ENSG00000068079",699,985,1021,831,980
"ENSG00000068097",165,181,152,134,216
"ENSG00000068120",964,1376,1166,1015,1063
"ENSG00000068137",10,11,8,3,6
"ENSG00000068305",294,725,612,348,403
"ENSG00000068308",1774,2538,2392,1705,2203
"ENSG00000068323",1715,3588,2758,1826,2313
"ENSG00000068354",522,616,609,543,509
"ENSG00000068366",566,1254,1167,460,567
"ENSG00000068383",281,413,479,237,340
"ENSG00000068394",339,402,417,357,345
"ENSG00000068400",1134,1522,1429,1039,1324
"ENSG00000068438",462,446,455,357,412
"ENSG00000068489",23,82,65,62,39
"ENSG00000068615",0,1,1,8,2
"ENSG00000068650",460,1028,957,414,623
"ENSG00000068654",221,329,306,292,246
"ENSG00000068697",1229,1822,1640,1065,1018
"ENSG00000068724",1239,1766,1313,1154,1200
"ENSG00000068745",1015,1033,1161,778,1044
"ENSG00000068784",161,273,239,199,199
"ENSG00000068793",397,872,572,458,388
"ENSG00000068796",304,415,452,228,286
"ENSG00000068831",9711,9004,8478,5993,9964
"ENSG00000068878",611,1063,844,607,686
"ENSG00000068885",71,76,68,27,56
"ENSG00000068903",1001,1213,1331,1067,1139
"ENSG00000068912",277,355,340,243,232
"ENSG00000068971",307,381,408,433,431
"ENSG00000068976",211,228,223,156,317
"ENSG00000068985",1,0,1,0,0
"ENSG00000069011",0,0,0,0,0
"ENSG00000069018",0,0,0,0,0
"ENSG00000069020",129,232,125,78,144
"ENSG00000069122",0,0,0,0,0
"ENSG00000069188",77,84,52,64,98
"ENSG00000069206",1,0,0,0,0
"ENSG00000069248",398,627,526,454,463
"ENSG00000069275",625,769,667,517,559
"ENSG00000069329",954,1751,1674,1246,1263
"ENSG00000069345",689,874,962,683,635
"ENSG00000069399",1187,1907,1181,429,1093
"ENSG00000069424",4076,5721,5525,4812,4917
"ENSG00000069431",0,0,0,0,0
"ENSG00000069482",0,0,0,0,0
"ENSG00000069493",637,777,724,517,768
"ENSG00000069509",104,94,91,67,84
"ENSG00000069535",1,7,7,1,4
"ENSG00000069667",691,611,663,444,525
"ENSG00000069696",20,10,10,5,13
"ENSG00000069702",205,170,252,209,146
"ENSG00000069712",20,17,27,15,30
"ENSG00000069764",1,2,0,4,0
"ENSG00000069812",0,0,0,0,0
"ENSG00000069849",517,616,681,507,455
"ENSG00000069869",25,51,36,25,24
"ENSG00000069943",226,355,295,158,168
"ENSG00000069956",119,207,183,97,95
"ENSG00000069966",167,146,221,86,143
"ENSG00000069974",1195,1969,1831,872,1160
"ENSG00000069998",845,762,833,467,556
"ENSG00000070010",511,678,636,434,587
"ENSG00000070018",13,27,16,6,20
"ENSG00000070019",13,19,22,9,14
"ENSG00000070031",17,7,24,3,9
"ENSG00000070047",820,1045,1004,847,1089
"ENSG00000070061",581,684,617,500,621
"ENSG00000070081",292,285,279,217,218
"ENSG00000070087",50,62,38,42,47
"ENSG00000070159",2,2,1,0,0
"ENSG00000070182",461,430,625,372,527
"ENSG00000070190",642,1424,1213,516,736
"ENSG00000070214",242,365,351,203,224
"ENSG00000070269",170,231,182,119,160
"ENSG00000070366",563,718,532,489,600
"ENSG00000070367",228,352,335,181,212
"ENSG00000070371",164,271,189,151,214
"ENSG00000070388",2,1,2,2,4
"ENSG00000070404",106,107,89,72,84
"ENSG00000070413",2608,3740,3279,1990,2856
"ENSG00000070423",929,685,683,459,966
"ENSG00000070444",438,814,508,350,543
"ENSG00000070476",924,1198,949,648,896
"ENSG00000070495",471,496,674,340,564
"ENSG00000070501",303,389,421,254,281
"ENSG00000070526",76,58,31,35,61
"ENSG00000070540",274,630,455,371,369
"ENSG00000070601",1,1,1,0,1
"ENSG00000070610",1067,1866,1716,1326,1519
"ENSG00000070614",793,2270,2253,1239,1704
"ENSG00000070669",341,291,308,273,403
"ENSG00000070718",280,227,223,171,219
"ENSG00000070729",0,3,0,0,0
"ENSG00000070731",431,809,714,474,688
"ENSG00000070748",0,0,0,0,0
"ENSG00000070756",18948,24376,21751,16034,16367
"ENSG00000070759",193,323,280,204,244
"ENSG00000070761",275,236,216,196,209
"ENSG00000070770",599,631,634,505,554
"ENSG00000070778",0,5,0,2,0
"ENSG00000070785",114,138,145,102,113
"ENSG00000070808",0,0,1,0,0
"ENSG00000070814",568,867,720,702,812
"ENSG00000070831",3372,6359,5558,3429,3357
"ENSG00000070882",346,338,327,252,305
"ENSG00000070886",0,1,0,0,0
"ENSG00000070915",30,13,36,11,24
"ENSG00000070950",118,122,138,92,122
"ENSG00000070961",917,1635,1157,671,809
"ENSG00000070985",6,8,1,1,9
"ENSG00000071051",791,692,910,390,743
"ENSG00000071054",1313,2550,2472,1392,1980
"ENSG00000071073",1293,1058,1260,657,819
"ENSG00000071082",3255,1209,1998,940,1249
"ENSG00000071127",5733,8786,8652,6656,6986
"ENSG00000071189",245,536,494,249,229
"ENSG00000071203",0,0,0,0,0
"ENSG00000071205",83,135,90,66,91
"ENSG00000071242",128,212,158,143,157
"ENSG00000071243",224,274,277,177,176
"ENSG00000071246",95,584,368,152,232
"ENSG00000071282",4,4,0,1,5
"ENSG00000071462",739,669,707,654,796
"ENSG00000071537",731,1460,1224,623,748
"ENSG00000071539",12,3,8,3,2
"ENSG00000071553",2154,3262,2829,2119,2554
"ENSG00000071564",1233,1141,1210,858,1136
"ENSG00000071575",1123,968,914,758,1051
"ENSG00000071626",1866,1735,1660,1164,1807
"ENSG00000071655",1171,883,833,652,888
"ENSG00000071794",149,116,158,84,111
"ENSG00000071859",811,730,701,632,732
"ENSG00000071889",589,574,515,462,631
"ENSG00000071894",2167,2102,1827,1099,1485
"ENSG00000071909",1,1,6,3,2
"ENSG00000071967",326,708,483,347,314
"ENSG00000071991",0,0,0,0,0
"ENSG00000071994",459,580,534,366,460
"ENSG00000072041",0,0,0,0,0
"ENSG00000072042",360,475,544,367,333
"ENSG00000072062",1561,3161,2293,1868,2032
"ENSG00000072071",291,267,339,213,368
"ENSG00000072110",3749,10277,7195,4179,6325
"ENSG00000072121",403,684,681,483,515
"ENSG00000072133",0,0,0,2,0
"ENSG00000072134",64,90,94,74,126
"ENSG00000072135",2337,3475,3318,2818,2883
"ENSG00000072163",213,108,110,100,143
"ENSG00000072182",0,0,0,0,2
"ENSG00000072195",127,118,136,32,85
"ENSG00000072201",20,21,19,17,11
"ENSG00000072210",421,549,488,337,407
"ENSG00000072274",256,335,363,235,306
"ENSG00000072310",1345,1292,1120,814,1350
"ENSG00000072315",0,2,0,0,1
"ENSG00000072364",375,772,677,377,423
"ENSG00000072401",728,1221,1124,534,572
"ENSG00000072415",97,145,121,82,94
"ENSG00000072422",18,49,57,14,12
"ENSG00000072444",0,1,1,0,0
"ENSG00000072501",983,1260,1119,872,1062
"ENSG00000072506",758,757,674,599,529
"ENSG00000072518",1772,3030,2363,1696,2276
"ENSG00000072571",5,2,4,4,4
"ENSG00000072609",1194,1522,1472,896,1234
"ENSG00000072657",0,1,0,0,1
"ENSG00000072682",6,10,11,12,8
"ENSG00000072694",293,582,596,393,340
"ENSG00000072736",380,590,592,480,491
"ENSG00000072756",156,184,149,98,137
"ENSG00000072778",2701,3351,4305,2974,2873
"ENSG00000072786",5608,10706,8165,6336,7149
"ENSG00000072803",444,543,530,324,345
"ENSG00000072818",5239,6657,5060,4654,6476
"ENSG00000072832",0,2,0,2,2
"ENSG00000072840",1,7,5,8,5
"ENSG00000072849",464,696,542,407,565
"ENSG00000072858",434,453,388,379,400
"ENSG00000072864",575,1156,947,707,766
"ENSG00000072952",526,2223,730,475,895
"ENSG00000072954",71,85,96,49,68
"ENSG00000072958",1544,1942,1775,1329,1548
"ENSG00000073008",109,204,142,96,148
"ENSG00000073009",237,379,446,304,314
"ENSG00000073050",463,562,544,401,513
"ENSG00000073060",169,281,286,171,223
"ENSG00000073067",0,0,0,0,1
"ENSG00000073111",200,184,174,171,156
"ENSG00000073146",2,11,1,1,1
"ENSG00000073150",398,545,342,224,743
"ENSG00000073169",981,914,755,578,1078
"ENSG00000073282",3,8,2,9,4
"ENSG00000073331",835,2014,1343,792,1311
"ENSG00000073350",682,538,650,680,667
"ENSG00000073417",260,254,291,161,192
"ENSG00000073464",89,40,140,105,165
"ENSG00000073536",252,250,232,177,228
"ENSG00000073578",1072,1199,1272,987,1032
"ENSG00000073584",480,531,495,376,399
"ENSG00000073598",0,1,0,1,1
"ENSG00000073605",391,651,756,646,957
"ENSG00000073614",768,1565,1488,954,983
"ENSG00000073670",13,11,9,3,19
"ENSG00000073711",22,26,21,12,17
"ENSG00000073712",5,4,3,1,2
"ENSG00000073734",0,1,2,0,0
"ENSG00000073737",250,182,462,171,287
"ENSG00000073754",0,0,1,0,0
"ENSG00000073756",203,356,441,104,197
"ENSG00000073792",79,192,171,167,94
"ENSG00000073803",67,147,121,71,69
"ENSG00000073849",2823,2901,2894,2304,2753
"ENSG00000073861",650,432,810,832,507
"ENSG00000073905",9,17,17,14,5
"ENSG00000073910",451,1067,896,563,624
"ENSG00000073921",3569,6846,5829,3177,3384
"ENSG00000073969",469,542,543,414,409
"ENSG00000074047",0,0,0,0,0
"ENSG00000074054",382,720,500,374,478
"ENSG00000074071",675,609,509,358,577
